"aasta";"koht";"vastanuid";"lugu";"lugu_toodeldud";"artist";"track";"lugu_url";"lugu_url_2";"sonad";"keel"
"1994";37;NA;"MC Leo - Keegi Veel";"MC Leo - Keegi Veel";"MC Leo";"Keegi Veel";"mc_leo-keegi_veel";"http://sasslantis.ee/lyrics-mc_leo-keegi_veel";NA;NA
"1994";38;NA;"Folkmill - Madis Mäekalle Valss";"Folkmill - Madis Mäekalle Valss";"Folkmill";"Madis Mäekalle Valss";"folkmill-madis_maekalle_valss";"http://sasslantis.ee/lyrics-folkmill-madis_maekalle_valss";NA;NA
"1994";39;NA;"Double + - Sel Tänaval";"Double + - Sel Tänaval";"Double +";"Sel Tänaval";"double_+-sel_tanaval";"http://sasslantis.ee/lyrics-double_+-sel_tanaval";NA;NA
"1994";40;NA;"Agape - Grungemees";"Agape - Grungemees";"Agape";"Grungemees";"agape-grungemees";"http://sasslantis.ee/lyrics-agape-grungemees";NA;NA
"1995";1;1132;"Terminaator - Juulikuu Lumi (1132)";"Terminaator - Juulikuu Lumi";"Terminaator";"Juulikuu Lumi";"terminaator-juulikuu_lumi";"http://sasslantis.ee/lyrics-terminaator-juulikuu_lumi";"Kõik ei ole kõrb mis paneb, kurgu kuivama
Neetud külmus veel ei pruugi olla antarktika, ja-ja...
Kõik mis ahvatleb ja hiilgab ei ole ju veel kuld
Ma ei hüüa sinu nime sest ma kardan tuld 

Kõik ei ole teras, mis südamesse haava lööb
Kõik ei ole ajuvähk, mis mõistuse mul´t sööb
Kõik mis ahvatleb ja hiilgab ei ole ju veel kuld
Ma ei hüüa sinu nime sest ma kardan tuld

REF:
juulikuus lumi on maas, minu jaoks see pole ime
seisad paljajalu rannal, oled kaunis oled kummaline
tean et aasta veel ja sinust, ilma jään ma niikuinii
pimeduses kuulen häält, mis hüüab - hüvasti

Ainus pole joodud vein, mis hommikul sul valutama paneb pea
Iga naise puudutus ei saagi olla ühtemoodi hea
Iga elatud päev on samm, lähemale iseenda surmale
Ainus mida ma tean sind kunagi ei saanud päris endale, jee-jee...

2 x REF:
juulikuus lumi on maas, minu jaoks see pole ime
seisad paljajalu rannal, oled kaunis oled kummaline
tean et aasta veel ja sinust, ilma jään ma niikuinii
pimeduses kuulen häält, mis hüüab - hüvasti
            
            ";"eesti"
"1995";2;960;"Mart Mardisalu & Hedvig Hanson - Varumees (960)";"Mart Mardisalu & Hedvig Hanson - Varumees";"Mart Mardisalu & Hedvig Hanson";"Varumees";"mart_mardisalu_hedvig_hanson-varumees";"http://sasslantis.ee/lyrics-mart_mardisalu_hedvig_hanson-varumees";NA;NA
"1995";3;613;"Ummamuudu - Tunnen Ära (613)";"Ummamuudu - Tunnen Ära";"Ummamuudu";"Tunnen Ära";"ummamuudu-tunnen_ara";"http://sasslantis.ee/lyrics-ummamuudu-tunnen_ara";"Ma tunnen ära su nime ja nimetusegi pääle. 
Ma tunnen ära su värvid, sinu hüüde, hingetõmbe. 
Ära tunnen su silmad ja käed, 
sinu tänased ja homsed mäed. 
Ära tunnen, mida sa näed. 

Refr. Tunnen ära su näo, 
tunnen ära su hääle, 
tunnen ära su jälgede rea, 
tunnen ära su lätte ära tuntav su kael, 
tunnen ära su soovide lae. 

Mõne su vabaduse tunnen ma ära, 
ja mõnegi mõtte. 
Ma tunnen sinu ära, miks ma ei tea. 
Sinu siin sääl ja need, sinu mu kõrval mu peal, 
tunnen ära su karid ja mere. 

Refr. 

Ma tunnen sinu ära, su teod ja su tööd. 
Ma tunnen sinu ära siis suudlen ja head ööd. 
  


            
            ";"eesti"
"1995";4;560;"Maarja-Liis - Kohtumine (560)";"Maarja-Liis - Kohtumine";"Maarja-Liis";"Kohtumine";"maarja-liis-kohtumine";"http://sasslantis.ee/lyrics-maarja-liis-kohtumine";NA;NA
"1995";5;553;"Code One - On Küll Hilja (553)";"Code One - On Küll Hilja";"Code One";"On Küll Hilja";"code_one-on_kull_hilja";"http://sasslantis.ee/lyrics-code_one-on_kull_hilja";"On küll hilja, kuid lahkuda võimatu näib,
on küll hilja, miks aeg nõnda kiirelt küll käib
Võiks olla lõputu kodutee

On mu ümber nii kaua su käed,
kestab suudlus kui suvine päev
Küll hüvasti ütled sa, kuid ometi jääd

Täna naerda kuis lõputult võid,
täna kaunim kui eile on kõik
Nii palju taas meile tõi uus päev

Refrään:
On küll hilja, kuid lahkuda võimatu näib,
on küll hilja, miks aeg nõnda kiirelt küll käib
Koidu eel (koidu eel),
võiks olla lõputu kodutee

On küll hilja, kuid meile see üldse ei loe,
öö on jahe, su embuses siin on nii soe
Koidu eel (koidu eel),
kui oleks lõputu see tee

Elan ilmsi kui unenäos,
see kas jääb, või kustub eos
Nii küsimust tunda võin su tulises peos

Me öelda ei jõua head und,
enne loitma lööb hommikutund
Nii uuesti leidsime siin end

Refrään:
On küll hilja, kuid lahkuda võimatu näib,
on küll hilja, miks aeg nõnda kiirelt küll käib
Koidu eel (koidu eel),
võiks olla lõputu kodutee

On küll hilja, kuid meile see üldse ei loe,
öö on jahe, su embuses siin on nii soe
Koidu eel (koidu eel),
kui oleks lõputu see tee

On küll hilja, kuid lahkuda võimatu näib,
on küll hilja, miks aeg nõnda kiirelt küll käib
Võiks olla lõputu kodutee

On küll hilja, kuid meile see üldse ei loe,
öö on jahe, su embuses siin on nii soe
Kui oleks lõputu see tee
            
            ";"eesti"
"1995";6;540;"Must Q - Praktiline Armastus (540)";"Must Q - Praktiline Armastus";"Must Q";"Praktiline Armastus";"must_q-praktiline_armastus";"http://sasslantis.ee/lyrics-must_q-praktiline_armastus";"su rinnanibud
need väiksed nibud
need pisi pisi pisi pisi pisi nibud
su väiksed nibud
need armsad nibud
need musi musi musi musi musi nibud

avalda nüüd palun oma saladus
kui su särgi alla pääsen - kadund vabadus
kenad pisikesed pringid rinnad segi viivad pead
muud ei taha ja ei vaja
siin on kõik millest tean
sinu rind, mille nimel elan
see on eksistentsi kroon
need on mu jumal ja mu õnn
neist end mälukasse joon
pole päeva, pole ööd, surm ei häiri mind
hallanud on olluse su kena kumer rind

ma lakun tibu
su väikest nibu
su nõnda nõnda nõnda nõnda pisi nibu
sa käpid tibu
ta väikest nibu
teil nõnda nõnda väiksed väiksed roosinibud

kõik mida soovin on minu käes
kinnisidee on haarand - sind vaid näen
pole aega, pole ruumi, käsil neljas dimensioon
neid soovin ja vajan ning end ohvriks toon

sind näinud küllalt, tean mis sul on, siiski soovin veel
sest eemal olles kauem üksnes sind on täis mu meel
ei jäta enne järele kui uuesti sind saan
tean et tahan üksnes sind ja kohe saama pean
just sind 
tahan siin ja veel
just sind
vajan siin ja veel
ei päeval ööl saa rahu, peas on kinnisidee
sinu järgi mul on janu, vajan sind üha veel
just sind 
tahan siin ja veel
just sind
vajan siin ja veel

ei muud ei taha vajan õhuna
annan otsad kui pean olema nendeta
mm sind ei jäta eales sest et oled minu tibu
täitmatu olen sest mul käes on sinu ..
ma lakun tibu
su väikest nibu
su nõnda nõnda nõnda nõnda pisi nibu
sa käpid tibu
ta väikest nibu
teil nõnda nõnda väiksed väiksed roosinibud
            
            ";"eesti"
"1995";7;459;"Nancy - Keegi Teine (459)";"Nancy - Keegi Teine";"Nancy";"Keegi Teine";"nancy-keegi_teine";"http://sasslantis.ee/lyrics-nancy-keegi_teine";NA;NA
"1995";8;442;"Up'n'Down - Unenägu (442)";"Up'n'Down - Unenägu";"Up'n'Down";"Unenägu";"upndown-unenagu";"http://sasslantis.ee/lyrics-upndown-unenagu";NA;NA
"1995";9;371;"Must Q - Rahvaspordipäev (371)";"Must Q - Rahvaspordipäev";"Must Q";"Rahvaspordipäev";"must_q-rahvaspordipaev";"http://sasslantis.ee/lyrics-must_q-rahvaspordipaev";"Kui käpp on maas siis tuju hea, viinad sees ja muust ei tea.
koor: Kui käpp on maas siis tuju hea, viinad sees ja muust ei tea.

Sa kalla aga sisse kui sul viinaklaas on ees,
otse haljas alla kui sus veidigi on meest.
Mäkra ära mängi kogu kamp on koos,
õhtu on veel noor ja sport on siin hoos.

Tõstmine täna on meie töö,
naisi ei taha see rikuks kogu öö.
Keerab täna külje maha seni kuni saab,
pildi pistab tasku ja künname maad.

refr. 2
Kui täna esisild ei vea, siis homme on mul haige pea. koor: Kui täna esisild ei vea, siis homme on mul haige pea.

Kutid on koos ja viina on veel küll,
kahesillavedu ja õnnis idüll.
Roobert käis siin külas see ei häiri meid,
homsed päkapikud ka juba tunneme neid.
            
            ";"eesti"
"1995";10;326;"Nancy - Sa Muutsid Kõik (326)";"Nancy - Sa Muutsid Kõik";"Nancy";"Sa Muutsid Kõik";"nancy-sa_muutsid_koik";"http://sasslantis.ee/lyrics-nancy-sa_muutsid_koik";NA;NA
"1995";11;318;"Mr. Happyman - Lõvisüda (318)";"Mr. Happyman - Lõvisüda";"Mr. Happyman";"Lõvisüda";"mr_happyman-lovisuda";"http://sasslantis.ee/lyrics-mr_happyman-lovisuda";NA;NA
"1995";12;313;"Mr. Happyman - Las mina proovin siis ka (313)";"Mr. Happyman - Las mina proovin siis ka";"Mr. Happyman";"Las mina proovin siis ka";"mr_happyman-las_mina_proovin_siis_ka";"http://sasslantis.ee/lyrics-mr_happyman-las_mina_proovin_siis_ka";"Ma tajun laulu üht rütmi mis elab mu sees
ta mind just kui endaga kaasa viis 
ja leian et see on just õige tee
mis on mõeldud mu jaoks
Nüüd klapid peas toas kuulan vaid
on sündinud laul mille kingin sul
neist noodides peidus on vaid üks soov
mida ütlema pean

sinu naeratus see imet just teeb
olen hoos juba homme
süda soe võidan kõik olen kindel ses ma

ref.
lauldes nüüd su südant võita võin
las mina proovin siis ka
kui see meie jaoks on õige nüüd 
las mina proovin siis
hei-hei-hei-hei-hei-jeee


taas laval seistes ma otsin su pilku ja näen
kui hoiad mul pöialt siis hästi läeb
ma sellest jõudu saan ja võibolla on
see minu talisman nüüd
näib just nii et kell 6 nõnda alguse saab
su nakatav naer ja mul lootus hea
neist kahest saab üks milles peitub õnn
mis on mõeldud me jaoks
 
sinu naeratus see imet just teeb
olen hoos juba homme
süda soe võidan kõik olen kindel ses ma

ref.

see on .laul mis südant võota võib päriselt
sinu naertusest õnnelikuks muutub 
kogu bänd mister happyman
1-2-3 nõnda vallutamas meelt
mida kuulen mida näen seda taju mul teab
ja õhk meie ümber on elektrit täis

ref.3
            
            ";"eesti"
"1995";13;310;"Kuldne Trio - Russkaja vodka (310)";"Kuldne Trio - Russkaja vodka";"Kuldne Trio";"Russkaja vodka";"kuldne_trio-russkaja_vodka";"http://sasslantis.ee/lyrics-kuldne_trio-russkaja_vodka";NA;NA
"1995";14;287;"2 Quick Start - Kirg su silmis (287)";"2 Quick Start - Kirg su silmis";"2 Quick Start";"Kirg su silmis";"2_quick_start-kirg_su_silmis";"http://sasslantis.ee/lyrics-2_quick_start-kirg_su_silmis";NA;NA
"1995";15;265;"Mr. Lawrence - Annabel (265)";"Mr. Lawrence - Annabel";"Mr. Lawrence";"Annabel";"mr_lawrence-annabel";"http://sasslantis.ee/lyrics-mr_lawrence-annabel";"Sometimes I feel like I'm ready for a crime
the picture's getting clear
I'm running out of time
Well I need Your love
I'm born to fly
so won't You help me touch the sky

Annabel, Annabel
I'll meet You at the Wishing Well
Annabel, Annabel
So many things I have to tell
Annabel, Annabel
I'll meet You at the Wishing Well
I hope You ring a bell

Through the Gates of Heaven
hand in hand we walk
Using bigger words
we dream of smaller talk
I need Your love
I'm born to fly
so won't You help me touch the sky

I know the truth again
I've seen the light again
            
            ";"inglise"
"1995";16;264;"Must Q - Soov (264)";"Must Q - Soov";"Must Q";"Soov";"must_q-soov";"http://sasslantis.ee/lyrics-must_q-soov";"Jälle heliseb telefon.Kuulen sind.
Jälle heliseb telefon.
Küllalt sind näinud, ehk aru must saad
Su kõned on tüüdanud, toru tõsta ei saa.
Miski me vahel olla küll võis
Kuid see oli ammu, aeg muutuse tõi.

Kõikjal kuhu vaatan, sinu naeratavat suud kohtan
Kas sul tõesti pole teha miskit muud?
Mõtet mulle järgi joosta pole sul enam
Hiljaks oled jäänud, sa aru, ole kena.

Ref:
Suust kõlamas sõim, mis lõppeda võiks
Ilus närbunud näib, pilves on kõik.
Ei pääse su käest, mind tüüdanud sa
Kui kaarega käin sust mööda kui saan.

Nutad või naerad, mul ükskõik on see
Ei ihalda sind ma, mul teine on tee.
Mis sinus kord leidsin on kadunud nüüd
Me läksime lahku, ei kellegi süül.

Ref:
Suust kõlamas sõim, mis lõppeda võiks
Ilus närbunud näib, pilves on kõik.
Ei pääse su käest, mind tüüdanud sa
Kui kaarega käin sust mööda kui saan.

Nutta ei maksa, sest rong on siit läind
Enam ei jaksa, kui ma järel sa käid
Usu, sind palun, sest väärin ju tõtt
Ütlesin ammu, et me suhtel on lõpp.

Soov, on veel see soov
su juurest minna, aeg on ammu küps.
Ei teha sinna saa, et nähes sind
mul kiire hakkab.
Soov, on veel see soov, 
et jalga lasta.

Oi sust siiber on!
Kostab sinu hääl
Ammu juba öeldud sai,ikka tüütad veel.
Omaette istu, püüa poisse, kui sa tahad
Unusta nüüd mind ja rahune maha.

Otsi uus mees, kes sind rahuldada võib.
Meie vahel suhe läbi, ütlesin ju, kõik.
Aeg tulgu tuulest ja parandagu haavad
Praegu ehk sa nutad, küllap pärast naerad.

Ref:
Suust kõlamas sõim, mis lõppeda võiks
Ilus närbunud näib, pilves on kõik.
Ei pääse su käest, mind tüüdanud sa
Kui kaarega käin sust mööda kui saan.

Soov, on veel see soov
su juurest minna, aeg on ammu küps.
Ei teha sinna saa, et nähes sind
mul kiire hakkab.
Soov, on veel see soov, 
et jalga lasta.

Soov(2x)
            
            ";"eesti"
"1995";17;258;"Terminaator - Lõbus maja (258)";"Terminaator - Lõbus maja";"Terminaator";"Lõbus maja";"terminaator-lobus_maja";"http://sasslantis.ee/lyrics-terminaator-lobus_maja";"Suvest suveni ma elan
Vahepeal ka tuleb kevade
Lõbustusi ikka vajan
Mis jääks töö ja kodu vahele
Ajalehe seest
Numbreid otsides
Leian kuulutuse ma
Kus kirjutatakse 
Meil on linna parim maja
Helista kui sul on vaja
Meie numbrile
Meil on saunad meil on baarid
Numbritoad ja peeglisaalid
Upud elumere laintesse

Elu läinud allamäge
Kogu aeg on aega vähe
Siiski aeg see mind ei sega
Mängida saan plikadega veel
Ja veel
Käsi taskusse
Poeb raha järele
Maksan kinni pileti
Mis viib mu taevasse

Meil on linna parim maja
Helista kui sul on vaja
Meie numbrile
Meil on saunad meil on baarid
Numbritoad ja peeglisaalid
Upud elumere laintesse
            
            ";"eesti"
"1995";18;253;"2 Quick Start - Siis veel ei tundnud sind (253)";"2 Quick Start - Siis veel ei tundnud sind";"2 Quick Start";"Siis veel ei tundnud sind";"2_quick_start-siis_veel_ei_tundnud_sind";"http://sasslantis.ee/lyrics-2_quick_start-siis_veel_ei_tundnud_sind";"Elu ma võtsin kergelt.
Segaseid tundeid polnud eal.
Eesmärgid olid selged.
Vabadust maitsta võisin.
Arvasin teadvat, mis on hea.
Tundsin, et parim kõigist olema pean.

Ref.:
Siis, kuigi ma veel ei tundnud sind,
mul pilgu heitsid
ja nagu ei märganudkimind.
Ununes aeg, millal ma veel ei tundnud sind.
Nüüd siin sa seisid
ja lõpuks sa siiski leidsid mind.

Polnud ma tundnud kaotust.
Tuli mul kergelt iga võit.
Siis aga pöördus saatus.
Lihtne sind püüda polnud.
Selle jaoks siiski tegin kõik.
Korduda vead, mis olnud,
iial ei või.

Ref.:
Siis, kuigi ma veel ei tundnud sind...
            
            ";"eesti"
"1995";19;252;"Nancy - Pilgud ja nooled (252)";"Nancy - Pilgud ja nooled";"Nancy";"Pilgud ja nooled";"nancy-pilgud_ja_nooled";"http://sasslantis.ee/lyrics-nancy-pilgud_ja_nooled";"Võisin alles eile julgelt öelda teile,
et kugel on päev meist veel, 
mil arm mind haigeks teeb.
Nüüd vaid kord sind ma näinud, 
öeldust kõik on tuulde läinud.
Tunnen end kui haavatud lind
su pilk peos hoiab mind.
Püüan vabaks end saada, vabaks veel jääda
lendu ei tõusta saa.

Ref:
Pilgud ja nooled kõik mööda ei lenda
Üks haavu meil lööb, teine tervendab
Sellegipoolest on armastust tunda
ja endas kanda hea.
Pilgud ja nooled kõik mööda ei lenda
Üks haavu meil lööb, teine riivates vaid
terveks teeb meid.

Ei tea keegi iial kaotab end või leiab
kui homne päev on kaugel veel.
Püüdsin vabaks end saada, vabaks veel jääda, 
lendu ei tõusta saa.

Ref:
Pilgud ja nooled kõik mööda ei lenda
Üks haavu meil lööb, teine tervendab
Sellegipoolest on armastust tunda
ja endas kanda hea.
Pilgud ja nooled kõik mööda ei lenda
Üks haavu meil lööb, teine riivates vaid
terveks teeb meid.

Pilgud ja nooled kõik mööda ei lenda
Sellegipoolest on armastust tunda
Pilgud ja nooled kõik mööda ei lenda
Üks haavu meil lööb, teine riivates vaid
terveks teeb meid.
Pilgud ja nooled, pilgud ja nooled.

Ref:
Pilgud ja nooled kõik mööda ei lenda
Üks haavu meil lööb, teine tervendab
Sellegipoolest on armastust tunda
ja endas kanda hea.
Pilgud ja nooled kõik mööda ei lenda
Üks haavu meil lööb, teine riivates vaid
terveks teeb meid.

Pilgud ja nooled kõik mööda ei lenda
Sellegipoolest on armastust tunda
Pilgud ja nooled kõik mööda ei lenda
Üks haavu meil lööb, teine riivates vaid
terveks teeb meid.




            
            ";"eesti"
"1995";20;251;"BDÖ - Operation B (251)";"BDÖ - Operation B";"BDÖ";"Operation B";"bdo-operation_b";"http://sasslantis.ee/lyrics-bdo-operation_b";NA;NA
"1995";21;234;"Karl Madis - Sügis (234)";"Karl Madis - Sügis";"Karl Madis";"Sügis";"karl_madis-sugis";"http://sasslantis.ee/lyrics-karl_madis-sugis";"Sügis uduilmadega 
päike väsind silmadega 
vaatab nukralt maha 
pilvedesse peidab end 

Kinni uks, ei keegi sega 
istun kambris enesega 
muremeeli vaatan 
põlevasse tulle 

Ref:
Ajanurme koltund ehe 
mälestuste närtsind lehed 
neid ma kokku kogun 
kimpudeks nad köidan 
teineteise järel kaminasse heidan 
(2x)

Suhinal neist suitsu imbub 
niisked, närtsind lehekimbud 
kas neid sügissadu 
sagedane pesi?

Veel teeb pisar pilgu halliks
oleksid sa siin, mu kallis 
pühiksid ka selle, 
mis veel silmas särab!
            
            ";"eesti"
"1995";22;233;"Code One - Vikerkaar (233)";"Code One - Vikerkaar";"Code One";"Vikerkaar";"code_one-vikerkaar";"http://sasslantis.ee/lyrics-code_one-vikerkaar";"Lõputust vihmast hall on päev,
lubasid sa, et sind veel näen.
Olime koos kuid kadusid äkki.
Sulen silmad lootes näha sind,
sinu puudutust vaid ootab hing,
sest ma tean, see mis on hea, tulema peab.

Tunnen, et sealpool vikerkaart, 
meiega sünnib ime,
kunagi sinna peitsin enda.
Kahtlused viib see vikerkaar
kui juba kohtusime,
sinuga koos ma sinna lendan.
Tunnen, et sealpool vikerkaart,
meiega sünnib ime,
kunagi sinna peitsin enda.

Olin nii kindel endas ma,
teadsin, et kõik, mis tahan saan.
Olime koos kuid kadusid äkki.
Sulen silmad lootes näha sind,
sinu puudutust vaid ootab hing,
sest ma tean, see mis on hea,tulema peab.

Tunnen, et sealpool vikerkaart
meiega sünnib ime,
kunagi sinna peitsin enda.
Kahtlused viib see vikerkaar
kui juba kohtusime,
sinuga koos ma sinna lendan.
Tunnen, et sealpool vikerkaart
meiega sünnib ime,
kunagi sinna peitsin enda.
Kahtlused viib see vikerkaar
kui juba kohtusime,
sinuga koos ma sinna lendan.

Sinuga koos.
Sinuga koos.
Sinuga koos, sinuga koos ma sinna lendan.
Sinuga koos kunagi sinna peitsin enda.
            
            ";"eesti"
"1995";23;228;"Must Q - Armastuse mudel (228)";"Must Q - Armastuse mudel";"Must Q";"Armastuse mudel";"must_q-armastuse_mudel";"http://sasslantis.ee/lyrics-must_q-armastuse_mudel";"See siin on Musta Q interplanetaarne kutsung.
Kogu kamp on asunud positsioonidele
ning ees on ränk rajupime lend.
Just nii - Musta Q moodi.

Refr. 1:
4X: Saab mulle, saab mulle.
Su beib, su beib, see saab mulle.

Ma röstin, Q tantsib, meile vastu sa ei saa.
Su tüdruk jookseb ära sest meist unistab ta.
Toastin, Toastin, 1-2-3
ja röstsai sust saab, sest et röstin sind ka.

Sa karda oma saatust, me ei aja joba.
Neidudelt me tantsuks eal ei küsi luba
vaid ta tuleb ise ja avab oma suu
sest et talle meeldib Must Q!
Toastin, Toastin mitte 1 X vaid.
Su neiu on kui vaha Musta Q-d tahab vaid.
Q on armastuse mudel, sina keskmine mees
ja su beib on meiega oma sõiduvees.

Refr. 2:
4 X: Saab meile, saab meile.
Su beib, su beib, see saab meile.

Me nimi on Must Q ja me oleme siin,
meie trumbiks on romantiline võrgutusstiil.
Meil on raggarütm, teist keegi pole nii cool.
Su beib on sula vaha sest tal meeldib Must Q.

Uuh-uuh, me rütm on kuum,
see keerleb ja rapub, ka sinul on kuum.
Rahvas kõik hüpleb ja märg on nahk,
beib raputa seda, see higine õhk.
Eeh-hee, sul pole teist teed,
raggamehe rütmis oled kõrvuni sees.
Q on südamemurdja, loo minekuandja.

Refr. 1

Refr. 2

4 X: naistel meeldib kui me teeme seda nii.
Naistel meeldib kui me teeme seda naa.

Refr. 1
            
            ";"eesti"
