word_texts,lemmas,postag_descriptions,sonad
the,the,nimisõna,Baby only 
seasons,seasons,nimisõna,Baby only 
of,of,pärisnimi,Baby only 
heartbreak,heartbreak,nimisõna,Baby only 
Baby,Baby,pärisnimi,Baby only 
are,are,omadussõna algvõrre,Baby only 
you,you,nimisõna,Baby only 
tough,tough,nimisõna,Baby only 
enough,enough,nimisõna,Baby only 
[,[,lausemärk,Baby only 
Baby,Baby,pärisnimi,Baby only 
are,are,omadussõna algvõrre,Baby only 
you,you,nimisõna,Baby only 
tough,tough,nimisõna,Baby only 
enough,enough,nimisõna,Baby only 
],],lausemärk,Baby only 
Yeah,Yeah,pärisnimi,Baby only 
my,my,lühend,Baby only 
skin,skin,nimisõna,Baby only 
is,is,lühend,Baby only 
a,a,lühend,Baby only 
dangerous,dangerous,nimisõna,Baby only 
place,place,nimisõna,Baby only 
Never,Never,pärisnimi,Baby only 
trust,trust,nimisõna,Baby only 
my,my,lühend,Baby only 
smiling,smiling,nimisõna,Baby only 
face,face,nimisõna,Baby only 
With,With,pärisnimi,Baby only 
a,a,lühend,Baby only 
touch,touch,nimisõna,Baby only 
I,I,lühend,Baby only 
can,can,nimisõna,Baby only 
change,change,nimisõna,Baby only 
all,all,kaassõna,Baby only 
your,your,nimisõna,Baby only 
dreams,dreams,nimisõna,Baby only 
And,And,pärisnimi,Baby only 
my,my,lühend,Baby only 
kiss,kiss,nimisõna,Baby only 
can,can,nimisõna,Baby only 
wake,wake,nimisõna,Baby only 
feelings,feelings,nimisõna,Baby only 
you,you,nimisõna,Baby only 
can,can,nimisõna,Baby only 
`,’,lausemärk,Baby only 
t,t,lühend,Baby only 
take,take,nimisõna,Baby only 
[,[,lausemärk,Baby only 
Chorus,Chorus,pärisnimi,Baby only 
],],lausemärk,Baby only 
[,[,lausemärk,Baby only 
Baby,Baby,pärisnimi,Baby only 
are,are,omadussõna algvõrre,Baby only 
you,you,nimisõna,Baby only 
tough,tough,nimisõna,Baby only 
enough,enough,nimisõna,Baby only 
],],lausemärk,Baby only 
[,[,lausemärk,Baby only 
Baby,Baby,pärisnimi,Baby only 
are,are,omadussõna algvõrre,Baby only 
you,you,nimisõna,Baby only 
tough,tough,nimisõna,Baby only 
enough,enough,nimisõna,Baby only 
],],lausemärk,Baby only 
[,[,lausemärk,Baby only 
Bridge,Bridge,pärisnimi,Baby only 
],],lausemärk,Baby only 
I,I,järgarvsõna,Baby only 
will,will,nimisõna,Baby only 
meet,meet,nimisõna,Baby only 
you,you,nimisõna,Baby only 
there,there,nimisõna,Baby only 
cousd,cousd,nimisõna,Baby only 
I,I,lühend,Baby only 
need,see,asesõna,Baby only 
you,you,nimisõna,Baby only 
there,there,nimisõna,Baby only 
Oh,oh,hüüdsõna,Baby only 
tonight,tonight,nimisõna,Baby only 
[,[,lausemärk,Baby only 
Chorus,Chorus,pärisnimi,Baby only 
],],lausemärk,Baby only 
[,[,lausemärk,Baby only 
Baby,Baby,pärisnimi,Baby only 
are,are,omadussõna algvõrre,Baby only 
you,you,nimisõna,Baby only 
tough,tough,nimisõna,Baby only 
enough,enough,nimisõna,Baby only 
],],lausemärk,Baby only 
[,[,lausemärk,Baby only 
Baby,Baby,pärisnimi,Baby only 
are,are,omadussõna algvõrre,Baby only 
you,you,nimisõna,Baby only 
tough,tough,nimisõna,Baby only 
enough,enough,nimisõna,Baby only 
],],lausemärk,Baby only 
[,[,lausemärk,Baby only 
Chorus,Chorus,pärisnimi,Baby only 
],],lausemärk,Baby only 
Baby,Baby,pärisnimi,Baby only 
are,are,omadussõna algvõrre,Baby only 
you,you,nimisõna,Baby only 
tough,tough,nimisõna,Baby only 
enough,enough,nimisõna,Baby only 
u,u,lühend,u kui on a
kui,kui,,u kui on a
on,olema,tegusõna,u kui on a
aleks,ale,nimisõna,u kui on a
lepajõe,lepajõgi,nimisõna,u kui on a
!,!,lausemärk,u kui on a
(,(,lausemärk,u kui on a
refrään,refrään,nimisõna,u kui on a
),),lausemärk,u kui on a
jälle,jälle,määrsõna,jälle üks 
üks,üks,asesõna,jälle üks 
tööpäev,tööpäev,nimisõna,jälle üks 
on,olema,tegusõna,jälle üks 
möödas,möödas,määrsõna,jälle üks 
oled,olema,tegusõna,jälle üks 
väsinud,väsima|väsinud,,jälle üks 
ja,ja,sidesõna,jälle üks 
tühi,tühi,omadussõna algvõrre,jälle üks 
on,olema,tegusõna,jälle üks 
pea,pea,määrsõna,jälle üks 
imelik,imelik,omadussõna algvõrre,jälle üks 
ja,ja,sidesõna,jälle üks 
kuidagi,kuidagi,määrsõna,jälle üks 
võõras,võõras,omadussõna algvõrre,jälle üks 
tundub,tunduma,tegusõna,jälle üks 
kodu,kodu,nimisõna,jälle üks 
kuhu,kuhu,määrsõna,jälle üks 
minema,minema,tegusõna,jälle üks 
pead,pea,nimisõna,jälle üks 
kas,kas,määrsõna,jälle üks 
on,olema,tegusõna,jälle üks 
kedagi,keegi,asesõna,jälle üks 
kes,kes,asesõna,jälle üks 
sind,sina,asesõna,jälle üks 
ootab,ootama,tegusõna,jälle üks 
kes,kes,asesõna,jälle üks 
sind,sina,asesõna,jälle üks 
silitab,silitama,tegusõna,jälle üks 
kui,kui,,jälle üks 
ei,ei,tegusõna,jälle üks 
tule,tulema,tegusõna,jälle üks 
und,und,nimisõna,jälle üks 
kedagi,keegi,asesõna,jälle üks 
kes,kes,asesõna,jälle üks 
nutab,nutma,tegusõna,jälle üks 
ja,ja,sidesõna,jälle üks 
naerab,naerma,tegusõna,jälle üks 
suga,suga,nimisõna,jälle üks 
koos,koos,kaassõna,jälle üks 
iga,iga,asesõna,jälle üks 
päev,päev,nimisõna,jälle üks 
iga,iga,asesõna,jälle üks 
tund,tund,nimisõna,jälle üks 
su,sina,asesõna,jälle üks 
sees,sees,kaassõna,jälle üks 
on,olema,tegusõna,jälle üks 
palju,palju,määrsõna,jälle üks 
kohti,koht,nimisõna,jälle üks 
kuhu,kuhu,määrsõna,jälle üks 
keegi,keegi,asesõna,jälle üks 
ei,ei,tegusõna,jälle üks 
näe,nägema,tegusõna,jälle üks 
mind,mina,asesõna,jälle üks 
peaksid,pidama,tegusõna,jälle üks 
vähe,vähe,määrsõna,jälle üks 
valgustama,valgustama,tegusõna,jälle üks 
seepärast,seepärast,määrsõna,jälle üks 
tahan,tahtma,tegusõna,jälle üks 
teada,teadma,tegusõna,jälle üks 
RÄÄGI,rääkima,tegusõna,jälle üks 
MIS,mis,asesõna,jälle üks 
SA,sina,asesõna,jälle üks 
TEED,tegema,tegusõna,jälle üks 
MIS,mis,asesõna,jälle üks 
SA,sina,asesõna,jälle üks 
TEED,tegema,tegusõna,jälle üks 
KUI,kui,,jälle üks 
SA,sina,asesõna,jälle üks 
OLED,olema,tegusõna,jälle üks 
ÜKSI,üksi,määrsõna,jälle üks 
KUI,kui,,jälle üks 
ON,olema,tegusõna,jälle üks 
MÖÖDAS,möödas,määrsõna,jälle üks 
PÄEV,päev,nimisõna,jälle üks 
JA,ja,sidesõna,jälle üks 
TAEVAST,taevas,nimisõna,jälle üks 
PARASTAB,parastama,tegusõna,jälle üks 
KUU,kuu,nimisõna,jälle üks 
RÄÄGI,rääkima,tegusõna,jälle üks 
MIS,mis,asesõna,jälle üks 
SA,sina,asesõna,jälle üks 
TEED,tegema,tegusõna,jälle üks 
MIS,mis,asesõna,jälle üks 
SA,sina,asesõna,jälle üks 
TEED,tegema,tegusõna,jälle üks 
KAS,kas,määrsõna,jälle üks 
SA,sina,asesõna,jälle üks 
MÕTLED,mõtlema,tegusõna,jälle üks 
MULLE,mina,asesõna,jälle üks 
MIDA,mis,asesõna,jälle üks 
ÜTLEB,ütlema,tegusõna,jälle üks 
SÜDA,Süda,pärisnimi,jälle üks 
JA,ja,sidesõna,jälle üks 
SOSISTAB,sosistama,tegusõna,jälle üks 
SUU,suu,nimisõna,jälle üks 
kas,kas,määrsõna,jälle üks 
sa,sina,asesõna,jälle üks 
süütad,süütama,tegusõna,jälle üks 
kaminas,kamin,nimisõna,jälle üks 
tule,tuli,nimisõna,jälle üks 
unistad,unistama,tegusõna,jälle üks 
ja,ja,sidesõna,jälle üks 
jood,jood,nimisõna,jälle üks 
rummiga,rumm,nimisõna,jälle üks 
teed,tegema,tegusõna,jälle üks 
või,või,sidesõna,jälle üks 
loed,lugema,tegusõna,jälle üks 
kuni,kuni,sidesõna,jälle üks 
uni,uni,nimisõna,jälle üks 
tuleb,tulema,tegusõna,jälle üks 
ja,ja,sidesõna,jälle üks 
näed,nägema,tegusõna,jälle üks 
und,und,nimisõna,jälle üks 
õnnest,õnn,nimisõna,jälle üks 
St,st,hüüdsõna,jälle üks 
.,.,lausemärk,jälle üks 
Tropez¹s,Tropez¹s,pärisnimi,jälle üks 
1.,1.,järgarvsõna,1.	Ärkan j
Ärkan,ärkama,tegusõna,1.	Ärkan j
jälle,jälle,määrsõna,1.	Ärkan j
liiga,liiga,määrsõna,1.	Ärkan j
hilja,hilja,määrsõna,1.	Ärkan j
seljas,selg,nimisõna,1.	Ärkan j
riided,riie,nimisõna,1.	Ärkan j
mul,mina,asesõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
väsimusest,väsimus,nimisõna,1.	Ärkan j
kurnatud,kurnama|kurnatud,,1.	Ärkan j
ma,mina,asesõna,1.	Ärkan j
olen,olema,tegusõna,1.	Ärkan j
hommikul,hommik,nimisõna,1.	Ärkan j
.,.,lausemärk,1.	Ärkan j
Ikka,ikka,määrsõna,1.	Ärkan j
veel,veel,määrsõna,1.	Ärkan j
on,olema,tegusõna,1.	Ärkan j
saapad,saabas,nimisõna,1.	Ärkan j
jalas,jalg,nimisõna,1.	Ärkan j
mantel,mantel,nimisõna,1.	Ärkan j
porine,porine,omadussõna algvõrre,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
kus,kus,määrsõna,1.	Ärkan j
eile,eile,määrsõna,1.	Ärkan j
öösel,öösel,määrsõna,1.	Ärkan j
hulkusin,hulkuma,tegusõna,1.	Ärkan j
ei,ei,tegusõna,1.	Ärkan j
mäleta,mäletama,tegusõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
see,see,asesõna,1.	Ärkan j
hirmu,hirm,nimisõna,1.	Ärkan j
teeb,tegema,tegusõna,1.	Ärkan j
.,.,lausemärk,1.	Ärkan j
2.,2.,järgarvsõna,1.	Ärkan j
Kohvilauas,kohvilaud,nimisõna,1.	Ärkan j
neelan,neelama,tegusõna,1.	Ärkan j
peoga,peo|pidu,nimisõna,1.	Ärkan j
antidepressante,antidepressant,nimisõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
kuidas,kuidas,määrsõna,1.	Ärkan j
unes,uni,nimisõna,1.	Ärkan j
olen,olema,tegusõna,1.	Ärkan j
näinud,nägema|näima|näinud,,1.	Ärkan j
valgeid,valge,omadussõna algvõrre,1.	Ärkan j
elevante,elevant,nimisõna,1.	Ärkan j
.,.,lausemärk,1.	Ärkan j
Elu,elu,nimisõna,1.	Ärkan j
pärast,pärast,kaassõna,1.	Ärkan j
sinu,sina,asesõna,1.	Ärkan j
suudlust,suudlus,nimisõna,1.	Ärkan j
pole,olema,tegusõna,1.	Ärkan j
endine,endine,omadussõna algvõrre,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
ka,ka,määrsõna,1.	Ärkan j
sõbrad,sõber,nimisõna,1.	Ärkan j
vangutavad,vangutama,tegusõna,1.	Ärkan j
pead,pea,nimisõna,1.	Ärkan j
ja,ja,sidesõna,1.	Ärkan j
ütlevad,ütlema,tegusõna,1.	Ärkan j
:,:,lausemärk,1.	Ärkan j
Ref,Ref,pärisnimi,1.	Ärkan j
:,:,lausemärk,1.	Ärkan j
Kuutõbine,kuutõbine,omadussõna algvõrre,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
ta,tema,asesõna,1.	Ärkan j
pole,olema,tegusõna,1.	Ärkan j
enam,enam,määrsõna,1.	Ärkan j
see,see,asesõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
keda,kes,asesõna,1.	Ärkan j
tundsime,tundma,tegusõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
hoidke,hoidma,tegusõna,1.	Ärkan j
eemale,eemale,määrsõna,1.	Ärkan j
.,.,lausemärk,1.	Ärkan j
Kuutõbine,kuutõbine,omadussõna algvõrre,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
täiesti,täiesti,määrsõna,1.	Ärkan j
segane,segane,omadussõna algvõrre,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
ta,tema,asesõna,1.	Ärkan j
pole,olema,tegusõna,1.	Ärkan j
enam,enam,määrsõna,1.	Ärkan j
see,see,asesõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
hoidke,hoidma,tegusõna,1.	Ärkan j
eemale,eemale,määrsõna,1.	Ärkan j
.,.,lausemärk,1.	Ärkan j
3.,3.,järgarvsõna,1.	Ärkan j
Mind,mina,asesõna,1.	Ärkan j
ei,ei,tegusõna,1.	Ärkan j
huvita,huvitama,tegusõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
mida,mis,asesõna,1.	Ärkan j
teised,teine,,1.	Ärkan j
ütlevad,ütlema,tegusõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
sinu,sina,asesõna,1.	Ärkan j
aknalaual,aknalaud,nimisõna,1.	Ärkan j
pean,pidama,tegusõna,1.	Ärkan j
ma,mina,asesõna,1.	Ärkan j
saama,saama,tegusõna,1.	Ärkan j
tantsida,tantsima,tegusõna,1.	Ärkan j
.,.,lausemärk,1.	Ärkan j
Kui,kui,,1.	Ärkan j
täiskuu,täiskuu,nimisõna,1.	Ärkan j
kutsub,kutsuma,tegusõna,1.	Ärkan j
mind,mina,asesõna,1.	Ärkan j
siis,siis,määrsõna,1.	Ärkan j
jälle,jälle,määrsõna,1.	Ärkan j
kordub,korduma,tegusõna,1.	Ärkan j
see,see,asesõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
mu,mina,asesõna,1.	Ärkan j
igaöine,igaöine,omadussõna algvõrre,1.	Ärkan j
palverännak,palverännak,nimisõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
sest,sest,sidesõna,1.	Ärkan j
ma,mina,asesõna,1.	Ärkan j
olen,olema,tegusõna,1.	Ärkan j
:,:,lausemärk,1.	Ärkan j
Ref,Ref,pärisnimi,1.	Ärkan j
:,:,lausemärk,1.	Ärkan j
Kuutõbine,kuutõbine,omadussõna algvõrre,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
ma,mina,asesõna,1.	Ärkan j
pole,olema,tegusõna,1.	Ärkan j
enam,enam,määrsõna,1.	Ärkan j
see,see,asesõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
keda,kes,asesõna,1.	Ärkan j
tundsite,tundma,tegusõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
hoidke,hoidma,tegusõna,1.	Ärkan j
eemale,eemale,määrsõna,1.	Ärkan j
.,.,lausemärk,1.	Ärkan j
Kuutõbine,kuutõbine,omadussõna algvõrre,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
täiesti,täiesti,määrsõna,1.	Ärkan j
segane,segane,omadussõna algvõrre,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
ma,mina,asesõna,1.	Ärkan j
pole,olema,tegusõna,1.	Ärkan j
enam,enam,määrsõna,1.	Ärkan j
see-ee-ee-eeee,see-ee-ee-eeee,nimisõna,1.	Ärkan j
.,.,lausemärk,1.	Ärkan j
Ref,Ref,pärisnimi,1.	Ärkan j
:,:,lausemärk,1.	Ärkan j
Kuutõbine,kuutõbine,omadussõna algvõrre,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
ma,mina,asesõna,1.	Ärkan j
pole,olema,tegusõna,1.	Ärkan j
enam,enam,määrsõna,1.	Ärkan j
see,see,asesõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
keda,kes,asesõna,1.	Ärkan j
tundsite,tundma,tegusõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
hoidke,hoidma,tegusõna,1.	Ärkan j
eemale,eemale,määrsõna,1.	Ärkan j
.,.,lausemärk,1.	Ärkan j
Kuutõbine,kuutõbine,omadussõna algvõrre,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
täiesti,täiesti,määrsõna,1.	Ärkan j
segane,segane,omadussõna algvõrre,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
ma,mina,asesõna,1.	Ärkan j
pole,olema,tegusõna,1.	Ärkan j
enam,enam,määrsõna,1.	Ärkan j
see-ee-ee-eeee,see-ee-ee-eeee,nimisõna,1.	Ärkan j
.,.,lausemärk,1.	Ärkan j
Ref,Ref,pärisnimi,1.	Ärkan j
:,:,lausemärk,1.	Ärkan j
Kuutõbine,kuutõbine,omadussõna algvõrre,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
ma,mina,asesõna,1.	Ärkan j
pole,olema,tegusõna,1.	Ärkan j
enam,enam,määrsõna,1.	Ärkan j
see,see,asesõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
keda,kes,asesõna,1.	Ärkan j
tundsite,tundma,tegusõna,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
hoidke,hoidma,tegusõna,1.	Ärkan j
eemale,eemale,määrsõna,1.	Ärkan j
.,.,lausemärk,1.	Ärkan j
Kuutõbine,kuutõbine,omadussõna algvõrre,1.	Ärkan j
",",",",lausemärk,1.	Ärkan j
täiesti,täiesti,määrsõna,1.	Ärkan j
